name,flavors,race,positive,negative,medical,Rating,Description
Timewreck,"Cheese, Sage, Sweet, Citrus, Pepper, Grapefruit",sativa,"Euphoric, Happy, Energetic, Uplifted, Focused, Talkative, Giggly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headache, Fatigue",4.4,"Bred by TGA Genetics, Timewreck is a 70% sativa cross between Vortex and Blood Wreck (Chernobyl x Qrazy Train). The sour, fruity flavors of Vortex enliven Trainwreck’s subtle earthy aromas with pungent notes of lemon, lime, sandalwood, and pear. Timewreck’s High Times Cup-winning THC content delivers potent relief to severe medical symptoms, but novice consumers should be wary of this sativa’s intensity. In large doses, Timewreck induces a disorienting euphoria that begins to justify this strain’s name, but smaller amounts are more likely to bring on engaged creativity and energy. Timewreck typically produces moderate indoor yields following its 60 to 70 day flowering time."
Trainwreck,"Earthy, Pine, Citrus, Lemon",hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headaches",4.2,"Trainwreck is a mind-bending hybrid with potent sativa effects that hit like a freight train. Mexican and Thai sativas were bred with Afghani indicas to produce this Northern California staple, passing on a sweet lemon and spicy pine aroma. Trainwreck begins its speedy hurtle through the mind with a surge of euphoria, awakening creativity and happiness. Migraines, pain, and arthritis are mowed down by Trainwreck’s high THC content, and many patients also use it for relief of anxiety, ADD/ADHD, and PTSD. Trainwreck flowers finish up in early October outdoors, while indoor gardens are ready for harvest 8 weeks into flowering."
Trash,"Earthy, Berry, Citrus, Pungent, Skunk, Diesel",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused",,"Depression, Pain, Stress, Nausea, Inflammation",4.7,"Trash is an indica-dominant hybrid that is anything but garbage. This strain crosses Purple Trainwreck against Afghani Hash Plant, blending the mental alertness of Trainwreck with the resin production and deep, earthy aroma native to Afghani genetics. Trash is an ideal smoke for long bouts of video games or other stationary activities. These effects also lend themselves to patients suffering from chronic pain and nausea.  "
Trident,"Pungent, Earthy, Citrus, Sweet",hybrid,"Relaxed, Happy, Uplifted, Tingly, Sleepy, Focused",,"Depression, Pain, Stress, Inflammation, Muscle Spasms",4.3,"Trident is a hybrid strain that is notable for its extremely high CBD content of 12%. As a result, it’s an excellent strain for managing pain or dealing with symptoms while remaining mentally focused. Trident’s low THC levels (usually under 6%) don’t mean you won’t feel any sort of cerebral effects, but they tend to be mild and unobtrusive. These sticky flowers have a pleasant sweet and sour aroma."
Trifecta,Skunk,hybrid,"Relaxed, Hungry, Euphoric, Uplifted, Tingly, Sleepy, Happy","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache",4.4,This creatively bred strain was imagined as a tribute to three great strains created by legendary breeders The Brothers Grimm. An Apollo 11 and Apollo 13 cross (also known as Eclipse) was bred with Cinderella 99 to create this fruity triple threat.
Trinity,"Pungent, Earthy, Skunk",sativa,"Relaxed, Euphoric, Happy, Focused, Aroused, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Headaches",4.3,"A rumored hard to find strain, Trinity is known to have a strong skunk-like smell with an uplifting high."
Trix,"Sweet, Berry, Grape, Lime, Grapefruit, Tropical",sativa,"Happy, Energetic, Talkative, Uplifted, Focused, Relaxed, Tingly",Anxious,"Depression, Stress, Fatigue, Spasticity",4.9,"Riot Seeds claims to have created the most potent and reliable Colombian Gold hybrid in the world by crossing a New World landrace with Loompa’s Chemdawg D cut. Combining the sweet fruity smell of Colombian Gold with the fuel scents of Chemdawg makes Trix a delicious smoke. Finishing in 10 weeks and producing massive yields, Trix is sure to be a sativa grower’s dream. Users can expect an electric, motivating high from this strain.   "
Tropicali,"Tropical, Orange, Citrus, Sweet",hybrid,"Relaxed, Hungry, Euphoric, Energetic, Uplifted, Happy","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Headaches",4.4,Tropicali is a newer hybrid on the market. Known to provide an uplifting and cerebral high this strain can also be used for the relief of mild aches and pains. The flowers of the Tc have an alluring frosty mint green color with minimal twists of orange and sticky dewy looking trichomes. 
Tutankhamon,"Skunk, Pungent, Sweet, Flowery",sativa,"Euphoric, Happy, Creative, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Inflammation",4.6,"Tutankhamon (AKA King Tut) by Pyramid Seeds has kept the sour, skunky smell of its parent strain, AK-47, as well as the sativa-dominant effects, making it a great choice for social outings or creative stimulation. This strain has built a reputation for having high THC levels, and the flavor has hints of fresh fruit and flowers that make this beautiful bud fit for a king!"
Twista,"Sweet, Citrus, Earthy, Lime",sativa,"Hungry, Happy, Creative, Energetic, Talkative, Focused","Dry Mouth, Anxious","Depression, Stress, Fatigue, Headaches, Eye Pressure",4.2,"Twista from Denver’s Green Solution is a sativa-dominant strain with energetic, focused effects and a high THC content. Its powerfully invigorating effects, colored by Twista’s sweet citrus aroma, stay cerebrally locked for the duration of the buzz. This sativa won 3rd place in the 2014 Denver Cannabis Cup and is thought to descend from the Flying Dutchman’s Twister strain."
Tyson,"Earthy, Pungent, Berry, Sweet",indica,"Relaxed, Hungry, Euphoric, Sleepy, Uplifted, Happy",Dry Mouth,"Insomnia, Pain, Stress, Lack of Appetite, Muscle Spasms",4.8,"Named after former undisputed heavyweight champion Mike Tyson, this strain is sure to knock you out. With a pungent diesel aroma, Tyson delivers a punch of indica effects known to fully relax the body while dulling pain, stress, insomnia, and appetite loss. This strain is not intended for first time users, and should only be consumed by indica connoisseurs. Tyson has been Canna Clinic's signature strain since its inauguration in 2011. "
Versace,"Flowery, Citrus, Grapefruit, Pungent, Berry, Diesel",hybrid,"Relaxed, Hungry, Euphoric, Happy, Uplifted, Energetic",Dry Mouth,"Depression, Pain, Stress, Headache, Fatigue, Headaches",4.8,"Versace is a clear-headed sativa-dominant hybrid created by crossing Sour Diesel, OG Kush, and Granddaddy Purple. This trio of trichome-rich strains is combined to offer an array of effects that work off each other. Sour Diesel’s heady buzz acts a catalyst, adding a stimulating alertness to the luscious body effects and pleasant euphoria native to Granddaddy Purple and OG Kush, respectively. Enjoy this pungent flower to help curb depression and fatigue while elevating mood and muting mild physical pain. "
Viper,"Citrus, Pungent, Minty, Spicy/Herbal",sativa,"Euphoric, Happy, Creative, Energetic, Uplifted, Talkative, Giggly","Dizzy, Anxious","Depression, Pain, Stress, Lack of Appetite, Nausea",4.5,"Viper is an invigorating sativa that was bred from an indigenous Burmese landrace and a native Mexican strain known as Blackseed. First cultivated by Reeferman Seeds, Viper inherits buzzing, cerebrally-targeted effects and a spicy, citrus aroma. In a show of its nearly pure sativa genetics, Viper grows tall and bears fluffy buds that finish their flowering cycle in about 10 weeks."
Voodoo,"Nutty, Spicy/Herbal, Citrus, Earthy, Pungent, Sweet",sativa,"Hungry, Euphoric, Happy, Energetic, Uplifted, Relaxed, Tingly","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Inflammation",4.2,"Voodoo, bred from a Thai landrace in 1997, is an uplifting sativa cannabis strain with long-lasting, euphoric effects. A fresh, fruity aroma emanates from the dense, pine-green buds enameled in crystal trichomes, with nutty and spicy flavors to follow. Depression, fatigue, and stress stand no chance against the uplifting, almost energizing, qualities of Voodoo. This strain prospers both indoors and outdoors, and flowers 8 to 9 weeks after its vegetative cycle."
Vortex,"Earthy, Mango, Lemon, Woody",sativa,"Euphoric, Happy, Energetic, Talkative, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Fatigue, Headaches",4.3,"Vortex by TGA Genetics is a 80/20 sativa-dominant strain whose potency will pull you into a whirling mass of euphoria like a cosmic riptide. Its celestial parents Space Queen and Apollo 13 pass on a sweet and sour lemon aroma accented by notes of tropical mango, while its inherited effects can range from racy and energetic to heavy and disorienting. The staggering THC content of Vortex has won this sativa several awards including High Times' Best Sativa in 2010 and the High Times 'Top 10' in 2007. "
Waldo,"Earthy, Pungent, Skunk, Spicy/Herbal",hybrid,"Hungry, Euphoric, Creative, Tingly, Uplifted","Dizzy, Paranoid","Depression, Pain, Lack of Appetite, Nausea, Eye Pressure",4.0,"Waldo was bred in the Netherlands by Apothecary Genetics, and perhaps because of this upbringing, these descendents of Pez and Purple Cherry do better in cooler climates than most. They truly flourish in outdoor tropical climates, where they can grow over 6 feet, but indoors these plants will stay medium height and grow wide and branchy. Flowering usually occurs at 8 or 9 weeks. Though this hybrid tends to be sativa dominant, the long-lasting high is generally more cerebral with enough indica kick to ease tension. These energetic effects may not make Waldo a good choice for night time or those treating anxiety. Instead, Waldo’s spicy flowers might be the perfect addition to a sociable evening. "
Wappa,"Earthy, Flowery, Sweet, Citrus",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Giggly, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Inflammation",4.3,"Wappa is a 60% indica-dominant hybrid bred by Paradise Seeds that delivers happy, uplifting effects alongside an intense fruity flavor."
Warlock,"Berry, Flowery, Pine, Earthy, Sweet",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused, Hungry","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Headaches, Inflammation",3.9,"Warlock is an indica-dominant strain bred by Magus Genetics through crossing Skunk and Afghani varieties. Its stimulating, focused buzz sharpens the mind against inattention and boredom, and may help those struggling with ADD/ADHD. With a sweet and sour aroma, Warlocks ushers in its mellow stress-relieving and engaged effects. Some Warlock varieties have been bred to contain higher levels of CBD to ward off pain, inflammation, and other ailments. Indoor Warlock plants finish flowering in 55 to 60 days, or at the end of October in outdoor gardens."
Watermelon,"Sweet, Berry, Tropical",indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache",4.5,"Watermelon is an 80% indica strain. Its large, dense buds are valued for their high THC content and relaxing effects, useful as a sleeping aid or appetite stimulant. As the name suggests, this strain has a distinct fruity watermelon flavor profile, reminiscent of grape with hashy undertones. Watermelon is prized by growers for its high yield and potency, requiring 55 to 60 days flowering time."
Webster,"Citrus, Earthy, Skunk, Spicy/Herbal, Sweet",sativa,"Relaxed, Happy, Talkative, Uplifted, Sleepy",,"Pain, Stress, Headaches, Eye Pressure, Inflammation",4.5,"Webster is a stimulating sativa with uplifting elements off the get-go. This strain is immediately motivating, encouraging physical activity from chores to hitting the gym. Flavors of citrus and sweetness are noted on the exhale, and are accompanied by appetite stimulation and an “empty-head” type of stress relief. Webster is ideal for consumers suffering from stress and fatigue, but should be avoided before bed."
Whiteout,"Earthy, Pine, Citrus, Sweet, Orange",hybrid,"Euphoric, Happy, Creative, Focused, Uplifted",Dry Mouth,"Depression, Stress",4.6,"Parent strains Super Silver Haze and The White were brought together to create this uplifting hybrid strain. Whiteout delivers intense euphoria paired with an alert, focused effect sure to satisfy your daytime needs. These frosty light green buds shimmer in light and will hit you with a pungenst zesty lemon aroma that would be expected of a Super Silver Haze offspring."
Wookie,"Berry, Earthy, Skunk",hybrid,"Relaxed, Euphoric, Talkative",,,5.0,"Wookie is a tantalizing cross of Lavender and Appalachia supposedly grown by the renowned seed bank, Bodhi Seeds. This odoriferous combination blends an intensely floral aroma with sour terpenes, creating a unique fragrance that is sure to fill the room. Lavender’s happy, relaxed effects press firmly up against Appalachia’s dreamy, cerebral effects, making Wookie a whimsical escape from stress.     "
Wookies,"Minty, Menthol, Earthy, Pungent",hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused",,"Depression, Insomnia, Stress",4.8,"Wookies (not to be confused with the strain “Wookie” or the enormous, sentient space-bears of Star Wars) is an indica-dominant cross of White 91 (The White x Chemdawg 91) and Girl Scout Cookies. Known for its loud terpene profile and high-THC percentage, Wookies grows the Cookies genetic line while standing firmly on its own in terms of effects. It combines the generous trichome production of White 91 with the minty, musky aroma of the GSC “Forum Cut” to create a strain that is potent and pleasing to the senses.    "
