,name,flavors,id,race,positive,negative,medical
1597,Satellite OG,"Pungent, Berry, Minty",1763,indica,"Relaxed, Euphoric, Happy, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Cramps"
1598,Satori,"Earthy, Pine, Chemical",1764,hybrid,"Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1599,Saturn OG,"Earthy, Pungent, Sweet",1765,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1600,Savant's Grail,"Chemical, Earthy, Flowery",1767,hybrid,"Euphoric, Happy, Focused, Giggly, Aroused",Dry Mouth,
1601,Schrom,"Lemon, Citrus, Pine",1768,sativa,"Relaxed, Happy, Creative, Energetic, Uplifted",Dry Mouth,"Depression, Stress, Lack of Appetite, Headache, Eye Pressure, Muscle Spasms"
1602,Scooby Snacks,"Earthy, Pungent, Citrus",1769,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Headaches, Inflammation"
1603,Scott's OG,"Pine, Earthy, Sweet",1770,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1604,Scout's Honor,"Sweet, Tropical, Flowery",1771,hybrid,"Relaxed, Happy, Creative, Talkative, Giggly",,"Depression, Insomnia, Pain, Lack of Appetite, Headaches"
1605,Seattle Blue,"Flowery, Sweet, Berry",1772,indica,"Relaxed, Hungry, Euphoric, Creative, Talkative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Lack of Appetite, Headaches"
1606,Seattle Cough,"Sweet, Pine, Citrus",1773,sativa,"Euphoric, Happy, Creative, Talkative, Uplifted","Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Fatigue, Headaches, Inflammation"
1607,Secret Garden OG,Lavender,1774,indica,"Relaxed, Euphoric, Happy, Creative, Talkative",,
1608,Secret Recipe,"Diesel, Citrus, Sweet",1775,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Anxious","Depression, Pain, Stress, Cramps, Muscle Spasms"
1609,Sensi Skunk,"Citrus, Earthy, Pine",1776,indica,"Relaxed, Happy, Creative, Uplifted",Dry Mouth,"Depression, Insomnia, Pain, Stress, Lack of Appetite"
1610,Sensi Star,"Earthy, Sweet, Pungent",1777,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1611,Sequoia Strawberry,"Sweet, Earthy, Strawberry",1778,sativa,"Relaxed, Euphoric, Energetic, Uplifted, Focused",,"Depression, Pain, Stress, Fatigue, Inflammation"
1612,Serious 6,"Citrus, Lemon, Tropical",1779,sativa,"Hungry, Happy, Creative, Energetic, Focused","Dry Mouth, Dry Eyes, Anxious","Depression, Stress, Fatigue, Eye Pressure, Inflammation"
1613,Sexxpot,"Flowery, Tropical, Skunk",1780,indica,"Relaxed, Hungry, Creative, Uplifted",Dry Mouth,"Pain, Lack of Appetite, Fatigue, Spasticity, Muscle Spasms"
1614,Shaman,"Sweet, Lemon, Earthy",1781,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Nausea, Headache, Fatigue, Headaches"
1615,Shangri-La,"Earthy, Lemon, Pungent",1782,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Fatigue, Eye Pressure"
1616,Shark Attack,"Earthy, Pungent, Skunk",1783,indica,"Hungry, Happy, Focused","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Cramps, Inflammation"
1617,Shark Bite,"Pungent, Sweet, Tropical",1784,hybrid,"Relaxed, Euphoric, Energetic, Uplifted",Anxious,"Depression, Insomnia, Stress"
1618,Shark Shock,"Woody, Pine, Spicy/Herbal",1785,indica,"Relaxed, Euphoric, Happy, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Headache, Inflammation, Muscle Spasms"
1619,Sharksbreath,"Earthy, Sweet, Citrus",1786,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Fatigue"
1620,Shiatsu Kush,"Earthy, Spicy/Herbal, Pungent",1787,hybrid,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Headaches"
1621,Shipwreck,"Pine, Earthy, Pungent",1789,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1622,Shishkaberry,"Berry, Sweet, Earthy",1790,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Pain, Stress, Nausea, Headaches, Eye Pressure"
1623,Shiskaquine,"Berry, Citrus, Pine",1791,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted",,"Pain, Stress, Headaches, Eye Pressure"
1624,Shiva Skunk,"Skunk, Sweet, Earthy",1792,indica,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Lack of Appetite, Headache, Headaches, Muscle Spasms"
1625,Shoreline,"Skunk, Earthy, Pungent",1793,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Nausea, Headache, Fatigue, Muscle Spasms"
1626,Shurman #7,"Earthy, Sweet",1794,hybrid,Relaxed,,"Pain, Stress"
1627,Sierra Mist,"Citrus, Sweet, Butter",1795,hybrid,"Relaxed, Euphoric, Happy, Creative, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Cramps, Nausea, Headaches"
1628,Silver Back,"Citrus, Earthy, Tropical",1796,hybrid,"Euphoric, Happy, Talkative, Uplifted, Aroused",Anxious,"Depression, Insomnia, Stress, Lack of Appetite, Nausea"
1629,Silver Bubble,"Sweet, Citrus, Pungent",1797,hybrid,"Relaxed, Happy, Uplifted, Sleepy, Focused","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Stress, Lack of Appetite, Fatigue"
1630,Silver Haze,"Earthy, Sweet, Woody",1799,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Muscle Spasms"
1631,Silver Kush,"Citrus, Earthy, Pungent",1800,sativa,"Relaxed, Happy, Creative, Uplifted, Giggly",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
1632,Silver Pearl,"Citrus, Skunk, Pungent",1802,hybrid,"Energetic, Uplifted, Tingly","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Headache, Fatigue, Eye Pressure"
1633,Silver Surfer,"Sweet, Woody, Earthy",1803,hybrid,"Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1634,Silver Train,"Pine, Sweet, Pungent",1804,sativa,"Euphoric, Creative, Energetic, Focused, Aroused",,"Depression, Pain, Stress, Inflammation"
1635,Silverback Gorilla,"Pungent, Flowery, Sweet",1805,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Muscle Spasms"
1636,Silverfalls Kush,"Sweet, Berry, Spicy/Herbal",1806,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly",Dry Eyes,"Insomnia, Pain, Stress, Cramps, Inflammation"
1637,Silverhawks OG,"Citrus, Earthy, Flowery",1807,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted",,"Depression, Pain, Stress, Fatigue, Headaches"
1638,Sin City Kush,"Grape, Pine, Nutty",1808,indica,"Relaxed, Euphoric, Uplifted, Tingly, Giggly","Dizzy, Dry Mouth","Depression, Insomnia, Stress, Eye Pressure, Muscle Spasms"
1639,Sin Valley OG,"Earthy, Citrus, Skunk",1809,hybrid,"Relaxed, Happy, Sleepy, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Stress, Lack of Appetite, Headaches"
1640,SinMint Cookies,"Minty, Mint, Sweet",1810,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Cramps"
1641,Sirius Black,"Grape, Berry, Sweet",1812,indica,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth","Depression, Pain, Stress, Lack of Appetite, Muscle Spasms"
1642,Six Shooter,"Skunk, Sweet, Citrus",1813,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",,"Depression, Stress, Lack of Appetite, Fatigue, Headaches"
1643,Skins Skunk,"Lemon, Strawberry, Sweet",1814,hybrid,"Relaxed, Hungry, Euphoric, Happy, Giggly",,"Depression, Pain, Stress, Cramps, Muscle Spasms"
1644,Skunk 47,"Chemical, Earthy, Skunk",1815,indica,"Relaxed, Happy, Uplifted","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Cramps, Nausea"
1645,Skunk Dawg,"Skunk, Diesel, Sweet",1816,sativa,"Relaxed, Happy, Creative, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Nausea, Headaches, Inflammation"
1646,Skunk Haze,"Woody, Earthy, Spicy/Herbal",1817,hybrid,"Relaxed, Hungry, Euphoric, Happy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Muscle Spasms"
1647,Skunk No. 1,"Skunk, Earthy, Pungent",1818,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1648,Star Berry Indica,"Berry, Citrus, Sweet",1819,indica,"Relaxed, Happy, Energetic, Talkative, Focused",,"Insomnia, Pain, Stress, Fatigue, Inflammation"
1649,Star Killer,"Earthy, Lemon, Pungent",1820,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Inflammation"
1650,Star Master Kush,"Skunk, Pine, Earthy",1821,indica,"Relaxed, Euphoric, Uplifted, Sleepy, Giggly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1651,Star Tonic,"Citrus, Earthy, Sweet",1822,hybrid,"Relaxed, Euphoric, Happy, Creative, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Headaches, Inflammation"
1652,StarBud,"Lemon, Diesel, Chemical",1823,indica,"Relaxed, Hungry, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth, Dry Eyes, Anxious","Insomnia, Pain, Stress, Lack of Appetite, Muscle Spasms"
1653,Stardawg,"Diesel, Earthy, Pungent",1824,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1654,Stardawg Guava,"Tropical, Sweet, Chemical",1825,sativa,"Relaxed, Euphoric, Happy, Uplifted, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1655,Starfighter,"Pine, Woody, Pungent",1826,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Lack of Appetite, Nausea, Fatigue"
1656,Starry Night,"Pungent, Berry, Blue Cheese",1827,hybrid,"Euphoric, Happy, Creative, Tingly, Focused",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Muscle Spasms"
1657,Stella Blue,"Flowery, Sweet, Tree Fruit",1828,sativa,"Relaxed, Happy, Energetic, Uplifted, Focused","Dry Mouth, Dry Eyes","Depression, Pain, Stress, Nausea, Fatigue"
1658,Stephen Hawking Kush,"Earthy, Woody, Pine",1829,indica,"Relaxed, Euphoric, Happy, Tingly, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Pain, Stress, Nausea, Headache, Inflammation, Muscle Spasms"
1659,Stevie Wonder,"Orange, Pepper, Woody",1830,hybrid,"Happy, Energetic, Uplifted, Tingly, Focused",Dry Mouth,"Depression, Pain, Stress, Lack of Appetite, Fatigue"
1660,Straight A's Haze,"Citrus, Flowery, Pungent",1831,sativa,"Euphoric, Happy, Creative, Energetic, Focused",,"Depression, Stress, Fatigue, Headaches, Inflammation"
1661,Strawberry,"Strawberry, Sweet, Berry",1832,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Nausea, Headache, Fatigue"
1662,Strawberry Amnesia,"Strawberry, Earthy, Pine",1833,sativa,"Relaxed, Euphoric, Energetic, Uplifted, Focused",Anxious,"Depression, Stress, Headache, Fatigue, Headaches, Eye Pressure"
1663,Strawberry Banana,"Strawberry, Sweet, Berry",1834,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Fatigue"
1664,Strawberry Blondie,"Strawberry, Sweet, Pungent",1835,hybrid,"Euphoric, Happy, Creative, Energetic",Dry Mouth,"Depression, Stress, Lack of Appetite, Fatigue, Eye Pressure"
1665,Strawberry Blue,"Strawberry, Sweet, Berry",1836,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly","Dizzy, Dry Mouth, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Nausea"
1666,Strawberry Cheesecake,"Sweet, Strawberry, Flowery",1837,indica,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headaches"
1667,Strawberry Cough,"Strawberry, Sweet, Berry",1838,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1668,Strawberry Diesel,"Strawberry, Diesel, Sweet",1839,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1669,Strawberry Dream,"Strawberry, Sweet, Berry",1840,hybrid,"Relaxed, Euphoric, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Nausea"
1670,Strawberry Durban Diesel,"Strawberry, Earthy, Diesel",1841,sativa,"Creative, Energetic, Talkative, Uplifted, Aroused",,"Depression, Stress"
1671,Strawberry Fields,"Strawberry, Berry, Sweet",1842,indica,"Relaxed, Euphoric, Happy, Uplifted, Tingly","Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1672,Strawberry Frost,"Strawberry, Sweet, Earthy",1843,indica,"Relaxed, Euphoric, Happy, Uplifted, Aroused",,"Depression, Pain, Stress, Cramps, Headaches"
1673,Strawberry Ice,"Sweet, Strawberry, Berry",1844,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Fatigue, Headaches"
1674,Strawberry Kush,"Strawberry, Sweet, Berry",1845,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1675,Strawberry Lemonade,"Lemon, Strawberry, Sweet",1846,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1676,Strawberry Mango Haze,"Mango, Strawberry, Sweet",1847,sativa,"Euphoric, Happy, Energetic, Uplifted, Giggly",,"Depression, Pain, Stress, Fatigue, Headaches"
1677,Strawberry Milkshake,"Strawberry, Sweet, Earthy",1848,hybrid,"Relaxed, Happy, Uplifted, Sleepy",Dry Eyes,"Depression, Insomnia, Stress, Fatigue, Headaches"
1678,Strawberry OG,"Strawberry, Diesel, Spicy/Herbal",1849,hybrid,"Relaxed, Hungry, Happy, Sleepy, Giggly","Dry Mouth, Dry Eyes, Anxious","Depression, Insomnia, Stress, Lack of Appetite, Inflammation"
1679,Strawberry Satori,"Strawberry, Sweet, Earthy",1850,sativa,"Happy, Creative, Energetic, Uplifted, Focused","Dry Mouth, Paranoid","Depression, Insomnia, Pain, Stress, Fatigue"
1680,Sublime,"Earthy, Flowery, Spicy/Herbal",1851,sativa,"Happy, Creative, Energetic, Uplifted, Focused","Dry Mouth, Dry Eyes, Anxious","Pain, Stress, Lack of Appetite, Nausea, Headache, Fatigue"
1681,Sugar Black Rose,"Sweet, Rose, Earthy",1852,indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1682,Sugar Cookie,"Sweet, Earthy, Pine",1853,hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1683,Sugar Kush,"Sweet, Earthy, Chemical",1854,indica,"Relaxed, Hungry, Happy, Sleepy","Dry Mouth, Dry Eyes","Insomnia, Pain, Stress, Lack of Appetite, Headaches"
1684,Sugar Mama,"Sweet, Citrus, Pungent",1855,indica,"Relaxed, Euphoric, Happy, Uplifted, Aroused",Dry Eyes,"Depression, Insomnia, Pain, Stress, Fatigue"
1685,Sugar Plum,"Sweet, Berry, Lavender",1857,sativa,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Pain, Stress, Lack of Appetite, Nausea, Headache, Inflammation"
1686,Sugar Punch,"Skunk, Sweet, Pine",1858,hybrid,"Hungry, Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1687,Sugar Shack,"Earthy, Pine, Sweet",1859,hybrid,"Relaxed, Happy, Creative, Energetic, Focused","Dizzy, Dry Mouth, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite"
1688,Suicide Girl,"Citrus, Sweet, Violet",1860,hybrid,"Relaxed, Euphoric, Happy, Creative, Talkative",,Fatigue
1689,Summertime Squeeze,"Tea, Earthy, Flowery",1861,sativa,"Happy, Creative, Talkative, Giggly","Dry Mouth, Paranoid, Dry Eyes",Fatigue
1690,Sumo Grande,Citrus,1862,sativa,"Hungry, Creative, Focused, Aroused",Dry Mouth,"Depression, Stress, Lack of Appetite, Fatigue"
1691,Sun Ra,"Citrus, Earthy, Sweet",1864,sativa,"Hungry, Euphoric, Happy, Focused",Dry Mouth,"Insomnia, Stress, Lack of Appetite"
1692,Sunburn,"Citrus, Earthy, Sweet",1865,sativa,"Relaxed, Happy, Creative, Energetic, Uplifted",,"Pain, Stress, Headache, Fatigue, Inflammation, Muscle Spasms"
1693,Sunset Haze,"Citrus, Flowery, Sweet",1867,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Depression, Pain, Stress, Inflammation, Muscle Spasms"
1694,Sunset Sherbet,"Sweet, Citrus, Earthy",1868,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Insomnia, Pain, Stress, Nausea, Headache"
1695,Sunshine,"Citrus, Sweet, Tropical",1869,sativa,"Happy, Creative, Energetic, Uplifted, Focused",,"Depression, Pain, Stress, Nausea, Eye Pressure"
1696,Sunshine #4,"Citrus, Chemical, Tropical",1870,hybrid,"Hungry, Euphoric, Happy, Talkative, Uplifted",,"Depression, Insomnia, Pain, Stress, Muscle Spasms"
1697,Sunshine Daydream,"Blueberry, Skunk, Berry",1871,indica,"Relaxed, Euphoric, Happy, Creative","Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Nausea, Headaches, Inflammation"
1698,Supa Don,"Apricot, Flowery, Spicy/Herbal",1872,sativa,"Happy, Creative, Energetic, Uplifted, Focused","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Stress, Fatigue, Headaches"
1699,Super  Chronic,"Earthy, Pine, Minty",1873,indica,"Relaxed, Euphoric, Happy, Focused",Dry Mouth,"Insomnia, Pain, Stress, Nausea, Inflammation"
1700,Super Blue Dream,"Blueberry, Sweet, Earthy",1874,hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Stress, Lack of Appetite, Nausea, Headache, Fatigue"
1701,Super Bud,"Citrus, Mint, Flowery",1875,indica,"Relaxed, Happy, Creative, Sleepy, Giggly",Dry Eyes,"Insomnia, Pain, Stress, Lack of Appetite, Eye Pressure"
1702,Super Cat Piss,"Coffee, Lemon",1876,sativa,"Euphoric, Happy, Uplifted, Giggly","Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Stress, Nausea"
1703,Super Cheese,"Cheese, Blue Cheese, Earthy",1877,indica,"Relaxed, Euphoric, Happy, Sleepy","Dizzy, Dry Mouth","Depression, Insomnia, Pain, Stress, Headaches"
1704,Super G,"Earthy, Pine, Pungent",1878,sativa,"Creative, Energetic","Dizzy, Dry Mouth, Dry Eyes",
1705,Super Green Crack,"Citrus, Pungent, Earthy",1879,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1706,Super Jack,"Sweet, Earthy, Pungent",1880,sativa,"Happy, Energetic, Talkative, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Stress, Lack of Appetite, Fatigue, Headaches"
1707,Super Kush,"Earthy, Pine, Pungent",1881,indica,"Relaxed, Hungry, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Lack of Appetite, Headache"
1708,Super Lemon Haze,"Lemon, Citrus, Sweet",1882,sativa,"Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Fatigue, Headaches"
1709,Super Lemon OG,"Lemon, Earthy, Citrus",1883,hybrid,"Relaxed, Euphoric, Happy, Creative, Focused","Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Headaches, Inflammation, Muscle Spasms"
1710,Super Silver Haze,"Citrus, Earthy, Sweet",1884,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Headache, Fatigue"
1711,Super Silver Lights,"Flowery, Sweet, Pungent",1885,hybrid,"Euphoric, Happy, Creative, Uplifted, Giggly",,"Depression, Headaches, Inflammation, Muscle Spasms"
1712,Super Skunk,"Skunk, Earthy, Sweet",1886,indica,"Relaxed, Hungry, Euphoric, Happy, Creative","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Depression, Insomnia, Pain, Stress, Headache, Muscle Spasms"
1713,Super Snow Dog,"Citrus, Sweet, Earthy",1887,sativa,"Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1714,Super Sour Diesel,"Diesel, Earthy, Sweet",1888,sativa,"Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Nausea, Fatigue"
1715,Super Sour OG,"Pungent, Diesel, Pine",1889,hybrid,"Relaxed, Happy, Uplifted, Focused",Dry Mouth,"Insomnia, Pain, Inflammation, Spasticity, Muscle Spasms"
1716,Super Sour Skunk,"Sweet, Honey, Tropical",1890,hybrid,"Euphoric, Happy, Creative, Energetic, Tingly","Paranoid, Dry Eyes, Anxious","Depression, Pain, Stress, Lack of Appetite, Fatigue"
1717,Super Sour Widow,"Pungent, Earthy, Spicy/Herbal",1891,hybrid,"Relaxed, Euphoric, Happy, Energetic, Uplifted",,"Depression, Pain, Stress, Fatigue, Inflammation"
1718,Super Sweet,"Sweet, Honey, Berry",1892,hybrid,"Euphoric, Happy, Creative, Talkative, Giggly",,"Depression, Stress, Cramps, Fatigue, Inflammation"
1719,Supergirl,"Earthy, Woody, Spicy/Herbal",1893,indica,"Relaxed, Euphoric, Happy, Sleepy, Giggly",,"Depression, Pain, Stress, Nausea, Fatigue"
